product_name,sugars_100g,proteins_100g,categories_tags,ingredients_text,primary_category
Whey based shake,12.5,42.857142857143,,,Other
IsaLean shake,18.333333333333,40.0,,,Other
IsaLean Shake,18.333333333333,40.0,,,Other
Chocolate mint IsaLean Shake,16.949152542373,40.677966101695,,,Other
Substitue de repas,19.672131147541,39.344262295082,,,Other
Vanilla IsaPro,4.3478260869565,78.260869565217,,,Other
Isagenix Isalean pro shake,13.235294117647,52.941176470588,"en:dietary-supplements,en:bodybuilding-supplements",,Other
Whey Based Whole Blend Shake,10.169491525424,40.677966101695,,,Other
Isalean Whey-Based Shake,12.280701754386,42.105263157895,,,Other
Isalean,1.8181818181818,43.636363636364,,,Other
Isalean,1.7857142857143,42.857142857143,,,Other
Peanut butter bites,7.1428571428571,17.857142857143,,,Other
Wheythins,8.0,40.0,,,Other
Brochettes dinde,1.0,17.0,"en:meats-and-their-products,en:meats,en:poultries,en:turkey-and-its-products,en:turkeys",,Other
Isalean shake,18.333333333333,40.0,,,Other
Isalean Bar,3.0769230769231,27.692307692308,,,Other
Barres isagenix,3.0769230769231,27.692307692308,,,Other
Fibre Snacks,2.8571428571429,17.142857142857,,,Other
Blanc de poulet,1.1,21.0,"en:meats-and-their-products,en:prepared-meats,fr:charcuteries-cuites,en:poultry-hams,en:cooked-chicken-breast-slices",,Other
Pan Molde Blanco,6.27906987833422,10.0000004435694,,,Other
Bonbons miel,89.6,0.5,,,Other
Suedois saumon,4.6,8.4,,"Paln suédois 42,6%: farine de BLÉ, eau, farine de SEIGLE, sucre, huile de colza non hydrogénée, sirop de sucre, gluten de BLÉ, sel, levure, levain en poudre (SEIGLE), poudre à lever: E503, fructose, agent de traitement de la farine: E300, enzymes. Garniture 57,4%: SAUMON Atlantique, sel origine Frane6,-Fdorvège, ÉëòS%EChlli), salade 29,6%, FROMAGE BLANO.Z,8% MG 14,8%, c)b'oulette",Other
Vegan pasta,3.0,4.09999990463257,,,Other
Brownies,36.0,5.9,,,Other
2 @rexxggxcgc,35.0,5.1,,,Other
Isagenix Birthday Cake,12.0,24.0,,,Other
Lean Pro Shake Chocolate,13.04347826087,52.173913043478,,,Other
Isagenics  vanilla protein powder,7.0,24.0,,,Other
Whole blend whey Based,7.0,24.0,,,Other
Isalean Protein Bar,10.0,15.0,,,Other
Peach Mango Isalean,17.241379310345,41.379310344828,,,Other
Isalean creamy dutch chocolate,16.6666666666667,40.0,,,Other
Isalean shake vanille française,17.241379,41.37931,,,Other
Plant Based Blueberrie Muffin Protein,3.7037037037037,44.4444444444444,,,Other
Protein Crackers Baked Cheddar,0.0,37.037037037037,,,Other
Sainsburys Chicken Salad Sandwich,1.89999997615814,11.5,,,Other
Fiber snacks peanut chocolate chew,6.0,6.0,,,Other
Shake fete isagenic,11.0,24.0,,,Other
Tiramisu,21.0,4.1,"en:dairies,en:desserts,en:dairy-desserts",,Other
"Roasted chicken breast chunks in a lemon flavour, garlic and herb marinade",1.6,23.2,,,Other
Galets chocolat lait,51.0,6.8000001907349,,,Other
Blackberries more,5.0,1.0,,,Other
Lightly dusted cod,0.526315810387595,14.4736842105263,,,Other
Barra de proteínas,4.66666666666667,30.0,,,Other
Poudre de cacao,0.0,25.0,"en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:cocoa-powders","Poudre de cacao biologique Peut contenir : Noix, Graines de sésame",Sweets
Chokodomi Pâte à Tartiner Chocolat Noisettes Bio,37.3,7.6,"en:breakfasts,en:spreads,en:sweet-spreads,fr:pates-a-tartiner,en:hazelnut-spreads,en:chocolate-spreads","Sucre de canne roux* ** (36%), matières grasses végétales* (huile de tournesol*, beurre de cacao*), purée de noisettes * (20%), poudre de cacao* ** (18%), extrait de vanille*, sel. (*issu de l'agriculture biologique) (** issu du commerce équitable) . Sans lecithine, sans gluten, sans huile de palme, sans lait ni produits laitiers.",Sweets
Chokodomi Pâte à Tartiner Chocolat Noisettes Bio,37.3,7.6,"en:breakfasts,en:spreads,en:sweet-spreads,fr:pates-a-tartiner,en:hazelnut-spreads,en:chocolate-spreads,en:cocoa-and-hazelnuts-spreads","Sucre de canne roux* ** (36%), matières grasses végétales* (huile de tournesol*, beurre de cacao*), purée de noisettes * (20%), poudre de cacao* ** (18%), extrait de vanille*, sel. (*issu de l'agriculture biologique) (** issu du commerce équitable). Sans lecithine, sans gluten, sans huile de palme, sans lait ni produits laitiers.",Sweets
Huile d'Olive Extra Vierge Bio,0.0,0.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:olive-tree-products,en:vegetable-oils,en:olive-oils,en:extra-virgin-olive-oils,en:virgin-olive-oils","100% Huile d'olive extra vierge biologique crétoise, variété koroneiki.",Beverages
Baked Cheetos,0.14,0.28,,,Other
Ijs citroentaart meringue,21.0,1.29999995231628,,,Other
citroenijs merengue,21.0,4.0,,,Other
Turron de trufa,31.86,6.62,"en:snacks,en:sweet-snacks,en:confectioneries,en:festive-foods,en:christmas-foods-and-drinks,en:christmas-sweets,en:turron",,Sweets
La Casera,0.0,0.0,"en:beverages-and-beverages-preparations,en:beverages",,Beverages
Bananer Bama,17.0,1.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:bananas",Cavendish Bananas,Beverages
Epler Golden Delicious,10.1,0.27,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:apples,en:fresh-fruits,en:sweet-apples,en:fresh-apples,en:golden-delicious-apples",Golden Delicious Apple,Beverages
Pork and Veal meatballs gf,1.0,15.0,,,Other
Pork mince,1.0,18.0,,,Other
LEAN BEEF MIN,1.0,20.0,,,Other
Solomillo al ajillo con panadera viena capellanes,0.6,14.1,,,Other
Merluza a la sidra con patatas,0.73,7.7,,,Other
Lime,2.1,1.13,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:citrus,en:limes",lime,Beverages
Organic Raw Pumpkin Seeds,0.0,26.6666666666667,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:cucumbers",organic raw pumpkin seeds (cucurbita pepo),Beverages
ZEHO Pea Protein Powder,6.67,90.0,,Organic Chia Seeds,Other
Green Beans,3.26,2.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:legumes-and-their-products,en:legumes,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:green-beans,en:fresh-legumes,en:fresh-vegetables,en:fresh-green-beans",Green beans,Beverages
Zucchini,1.79,1.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:zucchini,en:fresh-zucchini",Zucchini,Beverages
Green Onions,1.75,2.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:condiments,en:vegetables-based-foods,en:culinary-plants,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:onions-and-their-products,en:fresh-vegetables,en:onions,en:fresh-onions,en:scallions",Green onions,Beverages
Le Chocolat,65.8,6.8,,,Other
Red Onion,4.8,1.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:condiments,en:vegetables-based-foods,en:culinary-plants,en:fresh-foods,en:fresh-plant-based-foods,en:onions-and-their-products,en:fresh-vegetables,en:onions,en:red-onions,en:fresh-onions,en:fresh-red-onions",Red onions,Beverages
Fish Sticks Panko Breaded,0.0,11.0,,,Other
Salame Filzetta Pernigorri,0.0,26.6,,,Other
Pecan Kringle,15.3846153846154,3.84615384615385,,,Other
Les fritures simples,37.5,6.5,,,Other
Lentejas estofadas,1.1,7.9,,,Other
Las cremas caseras,1.4,1.3,,,Other
Salmorejo Cordobes,2.8,0.89,,,Other
Crema calabacin-parmesano,0.95,1.5,,,Other
Crema de verduras y pollo,1.4,2.7,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:meals,en:soups,en:vegetable-soups,en:cream-soups,en:cream-of-vegetable-soups",,Beverages
Gefilte Fish,0.0,7.0,,,Other
Triple protein,1.03806228373702,69.2041522491349,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:apples,en:sweet-apples,en:gala-apples",gala apple,Beverages
Triple Protein Shake Vanillegeschmack,1.10701111409937,73.8007380073801,,"Sojaprotein (36,8 %), Molkenprotein (21,1 %), Milchprotein (21,1 %), Calciumsalze der Orthophosphorsäure (aus Milch), Säureregulator Kaliumcitrat, Vanillearoma, Magnesium BisGlycinat, Verdickungsmittel Xanthan, Säueregulator Magnesiumoxid, Säueregulator Zitronensäure, Verdickungsmittel Carrageen, Süßstoff Sucralose, Verdickungsmittel Maltodextrin, Trennmittel Siliciumdioxid, Vitamin C (L-Ascorbinsäure), Niacin (Nicotinamid), Zinksulfat, Vitamin A (Beta-carotin), Vitamin E (D-Alpha-Tocopherylsäuresuccinat; aus Soja), Pantothensäure (Calcium-D-Pantothenat), Mangansulfat, Vitamin B6 (Pyridoxin-HCl), Riboflavin (Vitamin B2), Kupfersulfat, Thiaminmononitrat (Vitamin B1), Vitamin D3 (Cholecalciferol), Trennmittel Siliciumdioxid, Calcium L-Methylfolat, D-Biotin, Vitamin K1 (Phytomenadion), Natriummolybdat, Natriumselenit, Vitamin B12 (Cyanocobalamin)",Other
Proteinpulver,1.10000002384186,73.8000030517578,,,Other
Epler Granny Smith,10.3267973856209,0.326797385620915,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:apples,en:fresh-fruits,en:acidic-apples,en:fresh-apples,en:granny-smith-apples",,Beverages
Chocolat Bellanger,34.87,6.72,,,Other
Gala Apple,10.1,0.27,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:apples,en:fresh-fruits,en:sweet-apples,en:fresh-apples,en:gala-apples",Gala apple,Beverages
Pastas de té,20.0,5.4,,,Other
Œuf brouillés nature,3.0,9.89999961853027,,,Other
"Fleischkäsbrät fein zerkleinert, gepökelt, zum Backen",0.2,12.0,"en:meats-and-their-products,en:meals,en:meat-preparations,en:meals-with-meat,de:fleischkäse","Schweinefleisch 73 %, Trinkwasser, Speck, jodiertes Nitritpökelsalz (Speisesalz, Konservierungsstoff: Natriumnitrit, Kaliumjodat), Stabilisatoren: Diphosphate, Natriumcitrate; Glukosesirup, Dextrose, Gewürze, Säureregulator: Natriumacetate, Antioxidationsmittel: Ascorbinsäure, Natriumascorbat; Gewürzextrakte.",Other
Hibnobs avena,23.0,9.0,,,Other
Bizcochada,38.6,6.6,,,Other
Saucisse au chou fumé BBC SV (Morteau),0.1,20.0,,,Other
Bonbons miel propolis-ravintsara,76.0,0.5,,,Other
Impact Whey Isolate,7.14285714285714,71.4285714285714,,,Other
Polenta champignon épinards,1.79999995231628,7.80000019073486,,,Other
Chorizo Bellota,0.5,26.89999961853,,,Other
Pan de agua,0.5,7.7,,,Other
Protein Mais Waffeln,1.5,22.0,,,Other
Barre protéine Herbalife,11.0,10.0,,,Other
Frozen Yogurt Strawberry,19.7999992370605,4.0,,,Other
Whey,2.29999995231628,69.5,,,Other
Crêpes au Kamok,38.0,3.4,,,Other
Xocolata de Garrofa,22.65,4.3,,,Other
Paprika 2stk,4.2,0.8,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetable-based-foods-and-beverages,en:vegetables-based-foods,en:vegetables,en:sweet-peppers,en:red-bell-peppers",Paprika (100%),Beverages
Cocadas,10.0,10.0,"en:snacks,en:sweet-snacks,en:confectioneries",,Snacks
Tartare sauce,11.6000003814697,1.79999995231628,,,Other
tree ripened papaya,8.1,0.75,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:papayas",papaya,Beverages
LEICHT&CROSS,2.8,9.9,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:extruded-crispbreads","Roggenmehl, Weizenmehl, Roggenvollkornmehl, Weizenmalzmehl, Zucker, Sonnenblumenöl, Salz",Beverages
Spirulina from France,0.600000023841858,67.0,"en:dietary-supplements,en:spirulina",,Other
Poudre de Guarana,3.3,14.4,,,Other
Thé vert Matcha du Japon,3.4,19.4,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:green-teas,en:japanese-green-teas",,Beverages
BBQ - Hähnchenschenkel mit Rückenstückf,0.200000002980232,17.0,,,Other
Chlorelle premium,0.0,55.0,,,Other
White Flute,1.26166548295455,10.4849644886364,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:baguettes","Wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), water, yeast, fermented wheat flour, salt, wheat gluten, fermented rye flour, wheat flour, rye flour, flour treatment agent (ascorbic acid), starter culture",Beverages
Hähnchen Schenkel,0.0,16.5,,,Other
Panceta salada,0.5,14.3,,,Other
Boisson nutritionnelle banana creme,4.0,18.0,"en:dietary-supplements,en:bodybuilding-supplements","Izolat proteic din soia, fructoză, inulina, fibre din ováz fără gluten, ulei de soia, amestec de miner titrat de calciu, oxid de magneziu, fumarat feros, selenit de sodiu, oxid de zinc, carbonat de mangan, dorrà de comodura de potasiu, citrat de cupru),  E340 , emulsifiant lecitină ,arome nature put de seminte de in organice, agenti de ingrosare (gumă de xantan, gumă de guar), colorant (beta-caroten, acid ascorbic (vit. C), alfa-tocoferol (vit. E), nicotinamida (niacina), acetat de retni P-pantotenat de calciu (acid pantotenic), D-biotină (biotină), colecalciferol (vit. D), filochinona (i. K domidral de pindoxina (vit. B6), clorhidrat de tiaminá (vit. B1), ciancobalamina (vit. B12), riboflavina (vit. B2), ad peroimonoglutamic (acid folic)), clorura de sodiu, indulcitor (glicozide steviolice), pudră de fruct de papaya pu de lerburi de patrunjel, pudrá de fructe de afine, pudrá de fruct de rodie, agent antiaglomerant (dioxid de silic Indicati alergologice pentru alergeni, verificați ingredientele scrise îngroşat 12% din ingredientele agricole derivate din culturi organice",Other
alimneto equilibrado Pomme epicee formula 1,30.0,35.0,"en:dietary-supplements,en:bodybuilding-supplements",,Other
Formula 1 nutrional shake mix,21.0,35.0,"en:meals,en:dietary-supplements,en:meal-replacements","Isolat de protéines de soja, fructose, inuline, fibres d'avoine sans gluten, huile de soja, mélange de minéraux (citrate de calcium, oxyde de magnésium, fumarate ferreux, sélénite de sodium, oxyde de zinc, carbonate de manganèse, chlorure de chrome (III), iodure de potassium, citrate de cuivre), poudre de café décaféiné, phosphate de potassium, émulsifiant (lécithine de soja), arôme naturel, poudre de lin biologique1, épaississants (gomme xanthane, gomme guar), colorant (caramel), mélange de vitamines (acide L-ascorbique (Vit. C), acétate de DL-alpha-tocophéryle (Vit. E), nicotinamide (Niacine), acétate de rétinyle (Vit. A), D-pantothénate de calcium (acide pantothénique), D-biotine (biotine), cholécalciférol (Vit. D), phylloquinone (Vit. K), chlorhydrate de pyridoxine (Vit. B6), chlorhydrate de thiamine (Vit. B1), cyanocobalamine (Vit. B12), riboflavine (Vit. B2), acide ptéroylmonoglutamique (acide folique), chlorure de sodium, édulcorant (glycosides de stéviol), poudre de fruits (papaye, grenade, myrtille), persil en poudre, antiagglomérant (dioxyde de silicium).",Other
Boisson Nutritionnelle,23.0,35.0,"en:beverages-and-beverages-preparations,en:beverages,en:meals,en:dried-products,en:dried-products-to-be-rehydrated,en:dietary-supplements,en:meal-replacements,en:bodybuilding-supplements,en:groceries,en:supplement","soy protein isolate, fructose, inulin, gluten-free oat fibre soy oil, mineral mixture (calcium citrate, magnesium oxide, ferrous fumarate, sodium selenite, zinc oxide, manganese carbonate, chromium chloride (ii), potassium iodide, copper citrate), potassium phosphate, emulsifier (soy lecithin), organic linen powder, thickening , vitamin mixture (l-ascorbic acid (vit, q, dl-alpha-tocopheryl acetate (vit, e) nicotinamide (niacin), vit retinal acetate, a),  d-biotin (biotin), calcium d-pantotherate (pantothenic acid) , choleocleciferral vit, d), pteroylmonoglutamic acid (folic acid), phylloquinone (vit, k), pyridoxine hydrochlotin (vit, 86), thiamine hydrochloline (vit, b1), cyanocobalamine (vit, b12), riboflavin (vit, b2), sodium chloride, dye (beta-carotene), sweetener (glycosides - steviol), fruit powder (papaya, pomegranate, blueberry), powdered parsley, anti-admermicry (silical dioxide),  tip: for allergens, see % ar-ingredients in fat 2% of agricultural ingredients come from organic farming,",Beverages
Alimento equilibrado,21.0,35.0,en:dietary-supplements,Senza glutine • Offre almeno un terzo dei consumi di riferimento di 25 vitamine e minerali • 5 g di fibre per porzione • Ingredienti adatti ai vegani • Confezione da 550 g,Other
Fórmula 1 Alimento Equilibrado,21.0,35.0,"en:dietary-supplements,en:bodybuilding-supplements,en:supplement,en:groceries","Izolat proteic din soia, fructoză, inulină, fibre din ovăz fără gluten, ulei de soia, praf de cacao, amestec de minerale de magnesio, fumarat feros, selenit de sodiu, oxid de zinc, carbonat de mangan, clorură de crom (II), iodură de potasiu, obat de easy emulsifiant (lecitină din soia), pudră de semințe de in, agenţi de îngroşare (gumă de xantan, gumă de guar), aromá natura ane simplu, dorura de sodiu, amestec de vitamine (acid L-ascorbic (vit. C), acetat de DL-alfa-tocoferil (vit. E), nicotinamida a AD-biotina (biotină), D-pantotenat de calciu (acid pantotenic), colecalciferol (vit. D), acid pteroilmonoglutamic acid fold, c dohidrat de piridoxină (vit. B6), clorhidrat de tiamină (vit. B1), ciancobalamină (vit. B12), riboflavina (vit. B2)), indulcitori putra de fruct de papaya, pudră de ierburi de pătrunjel, pudră de fructe de afine, pudră de fruct de rodie, agent ic ductor din sursă naturală. Indicați alergologice: pentru alergeni, verificați ingredientele scrise îngroşat Darbutor HERBALIFE INTERNATIONAL LUXEMBOURG S.à R.L., 16 Avenue de la Gare, L-1610 Luxembourg Repenta in Romania de: HERBALIFE RO S.R.L., Strada Arhitect Louis Blanc nr. 1, etaj 7, sector 1, Bucureşti, Románia, cod posta Importat si distribuit in Republica Moldova de către: 1.C.S Herbalife MA SRL, C/f: 1012600022785 Str. Ismail 81/1 - 2001 Chisinau, Republica Moldova Producator Fine Foods NTM S.p.A., Verdellino (BG), Via Berlino n. 39, Italia en de alabilitate: 24 luni. Termen limită de consum: vezi pe ambalaj ©2021 HERBALIFE",Other
boisson nutritionnelle Formula 1 Strawberry,17.0,39.0,"en:beverages-and-beverages-preparations,en:beverages,en:meals,en:dietary-supplements,en:meal-replacements","isolat de protéine de pois (45 %), fructose, inuline, fibres d'avoine sans gluten, huile de carthame, phosphates de potassium, mélange de minéraux (citrate de calcium, oxyde de magnésium, fumarate ferreux, selénite de sodium, oxyde de zinc, chlorure de chrome, carbonate de manganèse, citrate de cuivre, iodure de potassium, molybdate de sodium), émulsifant (lécithine de tournesol), poudre de lin biologique, arômes, épaisisants (gomme xanthane, gomme guar), colorant (rouge de betterave), mélange de vitamine (L-ascorbique)(Vit.C), acétate de DL-alpha-tocophéryle (Vit. E), nicotinamide (Niacine), acétate de rétinyle (Vit. A), D-pantothenate de calcium (acide pantothénique), D-biotine, cholécalciférol (Vit. D), acide ptéroylmonoglutamique (Acide folique), phyllquinone (Vt K), chlorhydrate de pyridoxine (Vit.6), riboflavine (Vit.B2) chlorhydrate de thiamine (Vit. B1), cyanocobalamine (Vit. B12), arôme naturel, édulcorant (glycosides de steviol), chlorure de sodium, L-méthionine, poudre de fruits (papaye, grenade, myrtille), persil en poudre, antiagglomérant (dioxyde de silicium). Édulcorant de source naturelle. 2% des ingrédients agricoles proviennent de l'agriculture biologique",Beverages
Formula 1 Mirtillo,23.0,35.0,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-shakes,en:alimenti-in-scatola-pasti-supplementi-dietetici","Soyaproteinisolat, fruktose, inulin, glutenfri havrefiber, soyaolje, mineralblanding (kalsiumsitrat, magnesiumoksid, jern(II)fumarat, natriumselenitt, sinkoksid, mangankarbonat, kromklorid kaliumjodid, kobbersitrat), naturlig aroma, kaliumfosfat, emulgator (soyalecitin), linfrøpulver, fortykningsmidler (xantangummi, guarkjernemel), fargestoff (rodbetfarge), vitaminblanding (vitamin C (L-askorbinsyre), vitamin E (DL-alfa-tokoferylacetat), niacin (nikotinamid), vitamin A (retinylacetat), biotin (D-biotin), pantotensyre (kalsium-D-pantotenat), vitamin D (kolekalciferol), folinsyre (pteroylmonoglutaminsyre), vitamin K (fyllokinon), vitamin B6 (pyridoksinhydroklorid), tiamin (tiaminhydroklorid), vitamin B12 (cyanokobalamin), riboflavin), natriumklorid, søtstoff (steviolglykosider fra Stevia), fruktpulver (papaya), urtepulver (persille), fruktpulver (blåbær fruktpulver (granateple), antiklumpemiddel (silisiumdioksid).",Other
Prot Bar pure Choc,14.2857142857143,23.2142857142857,"en:snacks,en:sweet-snacks,en:bars",,Snacks
smelties,0.099,8.0,en:baby-foods,"Semoule de mais bio, 1% Huile de tournesol bio,",Other
Berlingot,65.0,0.5,,,Other
Mini-Naan-Dippers,2.9,8.9,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:flatbreads,en:special-breads,en:naans","Angereichertes Weizenmehl (Weizenmehl, Calciumcarbonat, Niacin, Eisen, Thiamin), Rapsöl, Branntweinessig, Hefe, Wasser, Backtriebmittel: Dinatriumdiphosphat, Natriumhydrogencarbonat, Calciumphosphate; Schwarzkümmel, Salz, gemahlener Fenchel, Konservierungsstoff: Calciumpropionat; Weizenstärke.",Beverages
Olive all ascolana al tartufo,1.1,15.0,,,Other
Riso S. Andrea,0.2,7.2,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices",,Beverages
Anthony's Pumpkin Seed Protein Powder,6.66666666666667,60.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pumpkin-and-squash-plant-products,en:pumpkin-seeds-and-their-products,en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",,Beverages
Salade shaker taboulé,1.4,3.9,,"Taboulé 76,2%, légumes 12%, huile de colza, sel , menthe, jus de citron, sucre, conservateur : E202, arôme",Other
Moroccan chicken with pilaf rice,2.88461538461538,7.07692293020395,,,Other
Chuleta de contramuslo de pavo,0.0,20.0,,,Other
Szechuan Pork Green Bean Stir-Fry,6.80327858429789,8.19672131147541,,,Other
Banana Chips Sweetened (Whole),14.29,3.57,,"Bananas, vegetable oil (coconut oil, corn oil and/or palm oil) sugar, natural banana flavor.",Other
Koftas in spiced tomato sauce,6.10894934212651,22.2957195474944,,,Other
Bayas de goji,3.2,12.0,,,Other
Canadian Crunchie Perch,0.666666666666667,12.0,,,Other
Filled Rolled Wafers,48.0,4.0,,,Other
BAGUET BREAD THAT HITS FLUTE ALL THE RIGHT NOTE WA,3.5,8.9,en:sandwiches,"Wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin water, yeast, fermented wheat flour, soft, wheat gluten fermented rye flour, wheat flour, rye flour, flour treatment agent (ascorbic acid). starter culture ALLERGY ADVICE:",Other
Sandwich jambon fraicheur,1.9,11.3,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:sandwiches,en:breads,en:sandwiches-filled-with-cold-cuts,en:ham-sandwiches,en:french-bread-sandwiches,en:ham-and-butter-sandwiches,en:baguette-sandwiches-with-ham-and-butter",,Beverages
Poudre de protéines de chanvre,4.5,50.0,,,Other
Poudre de protéines d'amande,8.0,51.0,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",,Other
Poudre de lait de coco,7.1,17.0,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:plant-based-creams,en:plant-based-creams-for-cooking,en:coconut-milks-and-creams",,Beverages
Glace  boFrost,23.7999992370605,4.0,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",,Other
Poudre de protéines d’avoine,0.7,53.0,,,Other
Moringa,0.5,21.6,en:dietary-supplements,,Other
Fresh Garlic: produce code: ?,1.2,5.31,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:condiments,en:vegetables-based-foods,en:culinary-plants,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:garlic-and-their-products,en:garlic,en:fresh-garlic",Fresh garlic.,Beverages
Latte di capra,4.4,3.2,"en:dairies,en:milks,en:goat-milks",,Other
Sweet soy chicken with rice,4.64150950593768,8.94339651431678,,,Other
Poudre de lucuma,14.8,1.4,,,Other
Éclats de cacao cru,1.3,12.4,,,Other
Mousse praliné,13.0,3.79999995231628,,,Other
Rotisserie Chicken,0.628571428571429,17.0857142857143,,,Other
Vegan Protein Shake,0.0,48.780487804878,,,Other
Italian Fusilli,2.5,12.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas",,Beverages
Tisane bio Maman bébé,0.0,0.1,,,Other
Slow Cooked Turkey Joint with bacon and sruffing,0.5,25.1,"en:meats-and-their-products,en:meats,en:poultries,en:turkey-and-its-products,en:turkeys,en:turkey-breasts","British Turkey with Added Water (73%), British Pork, Sage & Onion Stuffing (13%) (Pork, Water, Roasted Onion, Rice Flour, Gram Flour, Sage, Parsley, Kibbled Onion, Salt, Maize Starch, Stabiliser: Diphosphates; White Pepper, Preservative: Sodium Metabisulphite (Sulphites); Nutmeg, Coriander, Antioxidant: Sodium Ascorbate), Smoked Streaky Bacon (6%) (Pork, Water, Salt, Preservatives: Sodium Nitrate, Sodium Nitrite; Antioxidant: Sodium Ascorbate), Stabilisers: Diphosphates, Triphosphates; Salt.",Other
Organic Cacao Powder,0.0,20.0,,organic cacao powder,Other
Yellow Bell Pepper,4.4,0.8,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:vegetables,en:fresh-plant-based-foods,en:fresh-vegetables,en:sweet-peppers,en:fresh-sweet-peppers",yellow pepper,Beverages
Tisane bio Rooibos de Noel,0.0,0.1,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:rooibos",,Beverages
Decoupe de poulet façon chorizo,1.6,19.0,,,Other
Whey Protein aus Molke Vanilla,6.0,78.05,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","Molkenproteinkonzentrat 99%(_Wheyproteinkonzentrat_), (nur Schoko Kakaopulver entölt), Aroma, Pflanzenöl aus Raps, Süßungsmittel Acesulfam-K und Sucralose.",Other
Organic Mega Mushrooms Powder,10.0,0.588235294117647,,"Lion's Mane (Hericium erinaceus), Chaga (Inonotus obliquus), Reishi (Ganoderma lucidum), Turkey Tail (Trametes versicolor), Cordyceps (Ophiocordyceps sinensis), Wood Ear Mushroom (Auricularia auricula-judae), Oyster Mushroom (Pleurotus ostreatus), Shiitake (Lentinula edodes), Maitake (Grifola frondosa), Mesima (Phellinus linteus)",Other
